GivenName,Surname,Gender,StreetAddress,City,TelephoneNumber,Birthday
Tina,Snow,female,1589 Howard Street,Grand Rapids,616-403-0248,12/3/1972
Austin,Reyes,male,3897 Oak Drive,Argyle,518-638-6969,9/29/1976
William,Fredericks,male,1219 Nuzum Court,Buffalo,716-562-6574,4/20/1964
Stacie,Morgan,female,2849 Northwest Boulevard,Washington,202-231-0688,7/16/1977
Jessica,Bates,female,697 Irving Road,Westerville,740-550-2750,10/4/1956
James,Farrow,male,2817 Wilkinson Court,Fort Myers,239-645-1910,12/26/1955
Lorenza,Clifton,female,4525 Clinton Street,Philadelphia,484-953-8883,5/15/1955
Carolyn,Velasquez,female,1257 Broadway Avenue,Chattanooga,423-843-2789,1/3/1988
Frances,Caro,female,2811 Petunia Way,Birmingham,205-902-6030,10/22/1984
Sheri,Heath,female,3574 Fairway Drive,Fairfield,707-429-9978,6/8/1950
Nicholas,Wiles,male,4524 Ferry Street,Cullman,256-734-5807,12/10/1974
Amie,Capps,female,26 Sundown Lane,Austin,512-294-1897,10/28/1955
Carole,Harris,female,2956 Barnes Street,Orlando,407-237-8961,12/9/1988
Miguel,McIntire,male,4294 Glenwood Avenue,Warrensville Heights,216-379-0858,5/9/1960
Leonard,Marks,male,3549 Eva Pearl Street,Baton Rouge,225-506-9212,6/19/1982
Alice,Bryan,female,1449 Glenview Drive,Corpus Christi,361-441-1123,4/17/1975
Dennis,Samuels,male,2141 Jones Avenue,High Point,336-812-4642,12/21/1978
Gayle,Bryce,female,3826 Dark Hollow Road,Camden,609-274-4168,9/21/1955
Allen,Smith,male,3880 Kembery Drive,Chicago,630-578-1622,6/21/1955
Joan,Orris,female,1639 Michigan Avenue,Pittsburgh,724-595-0575,11/16/1980
Kelly,Walsh,female,1776 Park Boulevard,Lynnville,641-527-3675,7/20/1986
Charlotte,Corry,female,4817 Northwest Boulevard,Washington,202-201-6653,6/11/1960
Jeffrey,Armstrong,male,4542 Hart Ridge Road,Gaylord,989-350-9321,1/13/1984
Betty,West,female,4534 Diane Street,Los Angeles,805-398-6731,1/24/1964
Christine,Hernandez,female,202 Center Street,Florence,541-999-9988,3/10/1976
Emma,Wright,female,1242 Centennial Farm Road,Carroll,712-794-2805,10/11/1987
Lora,Moody,female,1195 Isaacs Creek Road,Rockport,217-437-8253,6/9/1954
Juanita,Sturges,female,465 Mount Street,Midland,989-633-3115,11/2/1949
Kimberly,Link,female,2202 John Daniel Drive,Sante Fe,573-685-8004,6/5/1961
Glenda,Middleton,female,4232 Timber Oak Drive,Amarillo,806-202-0845,5/22/1948
Vera,Armstrong,female,788 Smith Street,Needham,508-807-9637,10/4/1976
Thomas,Figueroa,male,4424 Ethels Lane,Clearwater,863-653-8115,1/29/1957
Nathan,Terrell,male,2880 Rainy Day Drive,Waltham,617-957-6251,8/8/1977
John,Aldrich,male,920 Eva Pearl Street,Donaldsonville,225-746-9343,3/21/1959
Elaine,Foley,female,1589 Tanglewood Road,Jackson,662-845-4783,12/28/1992
Minnie,Sutton,female,2042 Fraggle Drive,Chicago,630-358-7942,2/15/1968
John,Stratton,male,1026 Renwick Drive,Philadelphia,484-302-2744,5/26/1961
Joy,Bright,female,1505 Hickory Lane,Washington,202-496-5230,1/26/1964
Ralph,Taylor,male,4447 Timbercrest Road,Deadhorse,907-670-9296,4/27/1952
Lisa,York,female,4304 Horseshoe Lane,Fort Washington,484-419-2130,1/14/1986
Lucille,Vance,female,4954 Ashmor Drive,Wadena,218-272-7635,10/15/1986
Nora,Wolford,female,2641 Freed Drive,Stockton,209-774-5813,3/19/1954
Lynn,Tillman,female,832 Bernardo Street,Polk City,813-240-2619,3/23/1952
Mary,Solorio,female,1094 John Calvin Drive,Summit,708-839-2740,7/5/1954
Douglas,Brown,male,2822 Wildrose Lane,Detroit,313-732-3442,3/3/1960
Jacqueline,Batiste,female,2226 Gambler Lane,Houston,281-880-0024,3/13/1953
Adam,Meissner,male,2031 Diamond Street,Asheville,828-562-5779,5/5/1956
Denver,Hixson,male,1973 Richards Avenue,Los Banos,209-826-7326,5/29/1953
Lawrence,Morgan,male,2847 Patterson Road,Queens,718-849-7950,10/7/1989
Loretta,Wasilewski,female,3149 Desert Broom Court,Jersey City,201-741-4349,2/3/1958
Edward,Dudley,male,590 Birch  Street,El Paso,915-494-4704,7/6/1986
Stephen,Ellison,male,3960 Smith Road,Tucker,770-934-2371,4/25/1991
Larry,Hollis,male,3580 Oak Ridge Drive,Durham,573-478-4632,9/21/1966
Jim,Gutierrez,male,2270 Diane Street,Los Angeles,805-401-1242,8/2/1972
Philip,Vargas,male,896 Poplar Street,Oak Lawn,708-684-3005,6/8/1950
Fred,Kyle,male,2943 Jarvis Street,Buffalo,716-867-2391,2/8/1976
Linda,Martinez,female,2408 Wood Street,Saginaw,989-222-3903,9/2/1960
Victor,Curtis,male,2023 School House Road,Jackson,601-767-9383,10/29/1973
Karla,Cunningham,female,3511 Pinnickinnick Street,Lyndhurst,732-883-4564,2/3/1981
Cherilyn,Burns,female,4385 Marion Street,North Stratford,802-962-7419,10/29/1988
Frances,Gipson,female,3828 Karen Lane,Lexington,502-928-5725,6/20/1957
Robert,Moon,male,1074 Graystone Lakes,Macon,478-491-9492,4/24/1984
Selena,Marion,female,2073 Center Street,Eugene,541-974-5571,7/20/1992
Mary,Davila,female,587 Briarhill Lane,Hanoverton,330-223-5297,12/3/1952
Betty,Miller,female,3772 Tail Ends Road,New Berlin,920-529-9444,3/24/1990
Tami,Morlan,female,338 Retreat Avenue,Clanton,205-280-6889,1/23/1986
Bobbie,Sanchez,female,1253 Anmoore Road,Bayside,718-746-0322,11/5/1957
Sandra,Shelley,female,4076 Randall Drive,Honolulu,808-931-9562,4/7/1990
Neal,Sunderman,male,696 Brookside Drive,Thorsby,205-245-8325,11/23/1991
William,Carroll,male,3877 Lowland Drive,Braidwood,815-417-6574,8/31/1950
Peter,Ross,male,699 Bryan Avenue,Saint Paul,651-325-7036,8/16/1970
Christopher,Johnson,male,4857 Haul Road,Saint Paul,651-223-8620,5/10/1977
Rebecca,Metoyer,female,4989 Clinton Street,Little Rock,501-220-4039,4/25/1961
Denise,Irvin,female,4081 Roguski Road,Monroe,318-345-4231,8/31/1948
Julie,Davis,female,2046 Hinkle Deegan Lake Road,Meads,606-929-3127,4/25/1950
Robert,McNeel,male,4125 Howard Street,Grand Rapids,616-389-1330,8/3/1965
Phillip,Neely,male,2305 Glory Road,Lawrenceburg,931-762-6361,7/10/1953
Nancy,McDonough,female,2721 Tenmile,Belle Haven,757-990-7039,3/11/1991
Marjorie,Harwood,female,1703 Stratford Park,Louisville,812-796-1716,2/13/1956
Ernest,Holman,male,233 Coffman Alley,Logansport,270-728-2797,7/24/1968
David,Osterhout,male,4402 Lochmere Lane,Willimantic,860-465-4341,7/12/1961
Rafael,Andrew,male,2276 Sherwood Circle,Lafayette,337-232-0341,1/17/1992
Helen,Ostler,female,2815 Peck Street,Raymond,603-895-1280,7/24/1951
Edwin,King,male,2526 Waldeck Street,Denton,817-403-9671,7/9/1979
Gregory,Stone,male,175 Braxton Street,New Lenox,815-485-3204,2/13/1977
Robert,Angle,male,4096 Oxford Court,Ridgeland,662-303-4847,12/23/1960
Larry,Matte,male,1009 Oak Ridge Drive,Columbia,573-464-8662,8/14/1978
Donald,Johnson,male,1035 Oakway Lane,Pomona,818-285-3284,10/22/1973
Julio,Herrera,male,2958 Lamberts Branch Road,Ft Lauderdale,786-521-0091,2/8/1948
Thaddeus,Haynes,male,4506 My Drive,Huntington,347-244-5750,6/19/1984
Terry,Davis,male,998 Hill Street,Chesterville,419-768-2364,1/21/1986
John,Wendling,male,3385 Hillside Drive,Westborough,339-225-3633,7/16/1978
Freddie,Schmitt,male,3314 Fairway Drive,Hayward,707-430-2446,1/26/1992
Betty,Adams,female,2451 Pringle Drive,Chicago,312-357-6623,1/4/1969
Clayton,Spencer,male,877 Pearlman Avenue,Bedford,978-300-8823,1/26/1948
Lori,Cook,female,2115 Harter Street,Mansfield,937-582-2038,3/24/1971
Donald,Keenan,male,3844 Five Points,Baltimore,443-310-8206,2/21/1964
Peter,Fleming,male,705 Heather Sees Way,Tulsa,918-672-0104,3/8/1959
Tricia,Jones,female,1440 Lynch Street,Milwaukee,920-959-6935,2/4/1948
Matthew,Mosley,male,2597 Spadafore Drive,Pleasantville (Venango),814-741-0321,9/17/1983
Helene,Barnes,female,1678 Black Oak Hollow Road,Sunnyvale,408-742-9426,7/27/1980
Todd,Graves,male,4431 Jail Drive,Bradford,309-897-9131,8/16/1985
Reynalda,Odell,female,2590 Columbia Mine Road,Clarksburg,304-555-8745,12/31/1951
Diana,Brown,female,2159 Oliverio Drive,Buffalo,620-537-7921,12/28/1991
Shellie,Polly,female,4561 Stoneybrook Road,Lake Mary,321-544-2024,5/14/1986
Darcy,Johnson,female,1190 Lake Road,Maple Shade,609-351-0303,1/9/1958
Elmer,Lee,male,991 Hickory Ridge Drive,Las Vegas,702-730-6604,4/21/1968
Daisy,Robbins,female,3555 Jett Lane,Los Angeles,310-758-4945,9/30/1971
Gabriel,Strong,male,2410 Peaceful Lane,Cleveland,216-485-5596,2/18/1984
Steven,Nunez,male,2634 Terry Lane,Cocoa,321-220-5273,2/2/1964
John,Peck,male,4542 Mudlick Road,Yakima,509-557-6099,1/4/1963
Larry,Starks,male,4307 Farland Street,Chicago,773-947-2249,3/9/1968
John,Ware,male,4946 Creekside Lane,Ventura,805-650-4487,1/23/1987
Susan,Moore,female,2440 Hillview Street,Columbia,803-743-0643,11/9/1964
Pamela,Carpenter,female,2051 Biddie Lane,Richmond,804-652-2593,2/28/1973
John,Downey,male,3982 Dancing Dove Lane,New York,347-632-3410,4/5/1972
Michael,Chappelle,male,976 Fairfield Road,Sullivan,262-593-4747,10/6/1975
Helen,Beebe,female,4099 Tecumsah Lane,Collinston,318-874-0922,12/20/1965
Regina,Hinojosa,female,3293 Grove Street,Massapequa,631-799-9512,11/7/1960
Mario,Bush,male,1898 Hawks Nest Lane,Olivette,314-775-3554,12/9/1992
Edward,Warner,male,1920 Laurel Lee,Saint Paul,651-771-0546,5/31/1957
Renaldo,Garst,male,1311 Wexford Way,Johnston,803-275-6978,11/6/1964
Ramon,Huffman,male,286 Roguski Road,Chatham,318-249-4397,11/2/1951
Henry,Myers,male,2170 Bluff Street,Laurel,301-725-1662,9/8/1976
Bruce,Morrison,male,2650 Bond Street,East Greenwich,401-885-2383,1/30/1976
Willis,Lusk,male,3985 Primrose Lane,Fitchburg,608-503-6747,2/5/1975
John,McKay,male,3014 Mahlon Street,Farmington Hills,734-230-4960,10/19/1988
Ronald,Clawson,male,2687 Alexander Drive,Sanger,940-458-5248,11/27/1978
Michael,Singletary,male,1752 Sunny Day Drive,Tustin,714-838-7870,7/29/1954
Sha,Ramsey,female,1341 Waldeck Street,Granbury,817-408-8714,10/9/1979
Marian,Sherman,female,2182 Crim Lane,Woodstock,937-826-8017,7/17/1979
Beverly,Reis,female,810 Round Table Drive,Cincinnati,513-773-7113,4/7/1968
Emma,Morales,female,4971 Coventry Court,Baton Rouge,225-953-5680,7/18/1958
Vikki,Hawkins,female,3198 Pringle Drive,Chicago,312-336-8428,5/30/1949
Clay,Ewing,male,2900 Fleming Street,Montgomery,334-437-2425,12/16/1978
William,Torres,male,2404 Spring Avenue,Philadelphia,267-625-9143,6/15/1988
Allan,Ulmer,male,4191 Gateway Avenue,Bakersfield,661-978-0879,1/7/1983
Steven,Omara,male,4251 Hannah Street,Charlotte,828-429-8691,10/19/1971
Shelby,Nielsen,female,3848 Yorkshire Circle,Greenville,252-304-6270,3/7/1989
Patricia,Andersen,female,1683 Luke Lane,Gene Autry,580-294-1758,5/22/1988
Gregg,Bond,male,2165 Shinn Street,New York,212-778-8910,9/1/1978
Mary,Guerra,female,390 Emily Drive,Pelion,803-894-8175,4/5/1967
David,Guyton,male,4667 Coburn Hollow Road,Washington,309-444-7635,11/16/1958
Kathryn,Isbell,female,1775 Saint Clair Street,Jackson,662-616-4023,6/14/1973
Diane,Armor,female,4024 Berkshire Circle,Knoxville,865-632-0660,1/28/1986
Charmaine,Allen,female,3212 Roosevelt Road,Saffordville,620-279-4101,4/21/1960
Ryan,Brown,male,945 Jerry Dove Drive,Myrtle Beach,843-457-8680,10/17/1982
John,Fritz,male,1604 Andy Street,Redfield,605-460-7130,3/4/1966
Mary,Smith,female,1619 Willison Street,Minneapolis,763-286-3767,6/17/1960
Robert,Haynes,male,1519 Perry Street,Southfield,810-644-3196,5/15/1984
Frank,Lloyd,male,654 Harley Vincent Drive,Brecksville,440-746-1488,2/23/1983
Marta,Scheel,female,3230 Flinderation Road,Chicago,708-351-5141,5/4/1986
Michael,Aldrich,male,2412 Edsel Road,City Of Commerce,818-370-3838,12/1/1988
Stacey,William,female,3575 Victoria Court,Freedom,207-382-0263,5/25/1950
Chance,Mosley,male,71 Barnes Street,Orlando,407-253-9300,7/21/1950
Jennifer,Valero,female,1555 Radford Street,Louisville,502-272-4721,6/28/1954
Jennifer,Ortega,female,135 Custer Street,Erie,814-897-6947,7/14/1965
Stephen,Likens,male,1048 Gambler Lane,Houston,281-870-0656,9/10/1983
Matthew,Jones,male,4115 Viking Drive,Glouster,740-767-7451,1/25/1972
Geri,Chapman,female,2924 Turnpike Drive,Decatur,256-340-5223,11/27/1960
Regina,Binion,female,4171 Cody Ridge Road,Lawton,580-442-4653,9/1/1968
Barbara,Labbe,female,917 Hawks Nest Lane,Saint Louis,314-662-9961,5/9/1971
Donald,Brown,male,935 Liberty Avenue,Anaheim,714-518-5347,12/2/1976
Cheryl,Jordan,female,4910 Seth Street,Snyder,325-573-2519,7/19/1975
Hailey,Donovan,female,1310 Elk City Road,Shreveport,318-237-0323,1/14/1981
Frank,Keegan,male,1374 Matthews Street,Pawpaw,815-627-1369,9/16/1985
Tennille,Tate,female,981 Vine Street,Elk Grove Village,847-595-8852,2/6/1981
Kathryn,Ontiveros,female,4258 Winifred Way,Lafayette,765-746-9201,1/24/1956
Paul,Lee,male,1444 Maple Lane,Birmingham,256-474-6794,6/30/1962
Nancy,Rathburn,female,146 Dawson Drive,Cabot,501-843-6834,7/13/1969
Allan,Merlino,male,1622 Elliot Avenue,Seattle,206-622-7126,7/10/1975
Rocco,Knowlton,male,1502 Trymore Road,Owatonna,507-655-2819,11/22/1963
Karen,Poindexter,female,4936 Allison Avenue,Norfolk,757-588-4105,5/18/1962
William,Scott,male,1876 Spring Haven Trail,East Orange,973-674-7106,12/6/1972
Jessica,Butler,female,2013 Mount Tabor,New York,914-559-3774,9/6/1967
Robert,Quintero,male,1985 Fort Street,Rocky Mount,252-915-4075,5/22/1968
Michelle,Caraballo,female,2822 Froe Street,Madison,304-369-9090,9/20/1953
Richard,Briley,male,3744 Sycamore Circle,Dallas,682-564-6769,11/24/1980
Florence,Dunham,female,4901 Kooter Lane,Charlotte,704-431-9284,3/24/1980
Joan,Acker,female,1049 Rockford Mountain Lane,Appleton,920-216-5156,7/8/1980
Jeanette,Price,female,1702 Hillview Drive,Cusseta,706-989-2918,4/11/1979
Sabra,Ramsey,female,3992 Melrose Street,Millwood,509-981-3444,1/14/1981
Debra,Garber,female,2138 Lee Avenue,Camden,856-367-3047,8/27/1981
Johnnie,Hernandez,female,4852 Spirit Drive,Orlando,386-742-1649,7/8/1969
Edward,Pena,male,4217 Tea Berry Lane,Eau Claire,715-830-5885,5/9/1969
Donald,Sartain,male,92 Jerry Dove Drive,Florence,843-496-5933,12/18/1963
Matthew,Peters,male,1582 Washburn Street,Zachary,225-286-5270,11/28/1966
Jennifer,Hawkins,female,4023 Tibbs Avenue,Helena,406-788-3626,3/13/1985
Patty,Rivera,female,2177 Clarence Court,Irvine,909-965-4681,8/29/1959
Lori,Borchardt,female,3086 Fancher Drive,Plano,214-272-9891,3/15/1981
Kelly,Rooks,female,3510 Little Street,Akron,330-591-1641,9/7/1959
Patrica,Gates,female,3880 Hart Country Lane,Waynesboro,706-554-8492,7/29/1952
Joseph,Smith,male,1461 Fittro Street,Jonesboro,870-284-3373,8/5/1977
Richard,Silva,male,630 Grove Avenue,Mountain View,580-347-0934,8/4/1955
Nancy,Tice,female,2936 George Avenue,Mobile,251-338-1381,4/28/1971
David,Foster,male,2397 Hall Valley Drive,Ansted,304-658-9692,2/22/1952
Charles,Meyer,male,2370 Bryan Avenue,Saint Paul,651-310-9192,11/16/1979
Ryan,Leonhardt,male,3343 Spring Street,Seymour,217-779-8184,12/16/1990
Stacey,Montgomery,female,3787 Kuhl Avenue,Atlanta,678-659-6078,12/27/1961
Margaret,Pruitt,female,2491 Wilson Street,Benton,760-933-8866,11/10/1985
Vicki,Roush,female,183 Riverside Drive,Augusta,706-821-8241,1/14/1961
Fred,Yao,male,3999 Fannie Street,West Roxbury,978-979-2516,12/28/1957
Jenny,Peters,female,1445 Longview Avenue,Bronx,718-583-8569,11/25/1989
Eugene,Fay,male,2693 Snyder Avenue,Charlotte,704-657-7465,12/21/1985
Irene,Padilla,female,243 Philli Lane,Grainola,918-433-1699,6/6/1953
Eloise,Comer,female,2420 Reel Avenue,Las Cruces,505-312-4688,6/22/1949
Jason,Watson,male,1668 East Avenue,Phoenix,480-366-3306,8/12/1952
Willard,Leclair,male,2337 Berkley Street,Philadelphia,484-806-8883,12/21/1980
Jonathan,Runyan,male,1943 Adamsville Road,Mcallen,956-767-1334,3/9/1970
Clyde,Sawyer,male,2714 Evergreen Lane,Los Angeles,323-561-8319,11/30/1977
Patrick,Mercer,male,4702 Spring Avenue,Philadelphia,267-689-5303,3/15/1955
Eileen,Lester,female,4673 Fairfax Drive,Jersey City,908-916-7302,5/12/1988
Cynthia,Keel,female,848 Linda Street,Philadelphia,267-799-5038,1/19/1976
Tracey,Casey,female,4114 Dane Street,Framingham,508-988-5633,7/6/1988
Charles,Wallen,male,2245 Lakeland Park Drive,Roswell,770-640-0469,8/8/1964
Billy,Heller,male,3510 School House Road,Meridian,601-696-0021,2/27/1987
Joseph,Moody,male,1853 Thomas Street,Roselle,847-534-4510,2/1/1989
Josiah,Barlow,male,171 Chandler Drive,Fairview,417-632-5962,3/23/1966
Earl,Ide,male,1955 New Creek Road,Huntsville,256-860-8348,8/23/1976
Rosalina,Owens,female,4446 Coffman Alley,Bowling Green,270-793-2692,3/2/1991
Juan,Harris,male,3893 Sunny Glen Lane,Cleveland,216-739-4162,7/20/1984
Brian,Romero,male,4281 Buffalo Creek Road,Nashville,615-837-5812,12/16/1983
Edna,Jamison,female,127 Fancher Drive,Lewisville,214-285-1733,5/4/1976
Colleen,Bridgeman,female,551 Cecil Street,Chicago,312-307-8603,2/28/1962
Kimberly,Riley,female,3744 Aspen Court,Hyde Park,617-362-6183,11/13/1950
Michael,Hern,male,1976 Harry Place,Concord,704-793-1760,3/7/1980
John,Cavazos,male,2616 Front Street,Westland,810-343-1604,9/9/1962
Paula,Morgan,female,1474 Perine Street,Alexandria,703-765-0236,8/17/1971
Peter,Yates,male,4729 Hartway Street,Howard,605-772-6269,4/5/1980
Leroy,Miller,male,3424 Woodrow Way,Batson,936-262-2940,3/14/1971
Tina,Davis,female,4216 Pennsylvania Avenue,Wayne,732-318-2280,10/7/1953
William,Guerrero,male,4122 West Fork Street,Roy,406-464-7410,9/24/1950
Virginia,Chatman,female,2262 Old Dear Lane,Middletown,845-820-0886,12/17/1958
Janice,Brown,female,1192 Elk City Road,Indianapolis,317-976-6808,2/2/1991
Frank,Castillo,male,4366 Juniper Drive,Saginaw,989-794-7755,5/18/1986
Eugene,Gonzalez,male,1041 Bryan Avenue,Hastings,651-437-7962,9/9/1952
Jeff,Campisi,male,2015 Horizon Circle,Seattle,253-653-2945,4/29/1984
Mary,Spurlin,female,3946 Poplar Lane,Miami,305-552-6503,6/1/1984
Albert,Tejeda,male,3136 Hillcrest Circle,Crystal,763-535-2025,8/24/1985
Kyle,Sanders,male,742 Ashton Lane,Austin,512-563-6225,7/3/1992
Jeri,Garcia,female,4892 Wines Lane,Houston,832-249-7122,1/29/1976
Cedric,Lucio,male,191 Coal Road,Plains,570-613-4159,12/9/1958
Andrea,Woodhouse,female,2352 Better Street,Kansas City,913-287-2798,5/10/1957
Annie,Oliver,female,1947 Aviation Way,Dallas,214-206-6557,3/9/1983
April,Williams,female,2556 D Street,Southfield,586-339-4358,8/13/1969
Sharon,Davis,female,1945 Jarvis Street,Buffalo,716-881-9206,9/21/1952
Dennis,Stringfellow,male,3169 Lodgeville Road,Minneapolis,612-233-4074,11/6/1948
Keri,Winston,female,4880 Crestview Manor,Indianapolis,317-288-0920,9/21/1974
Estell,Morgan,female,3828 Cunningham Court,Southfield,248-659-7605,3/24/1950
Kenneth,Rose,male,161 Pinewood Drive,Schaumburg,847-826-4203,4/25/1952
Paul,Neff,male,1767 Turkey Pen Lane,Montgomery,334-553-8352,7/7/1948
Alvin,Borchardt,male,4852 Willow Oaks Lane,Lake Charles,337-387-2860,3/8/1957
Joshua,Harvey,male,4670 Beeghley Street,Dallas,254-946-6657,6/23/1961
Tanner,Cave,male,3389 Adams Drive,Houston,979-418-3163,7/8/1951
Clarence,Craig,male,511 Berkshire Circle,White Pine,865-674-8098,6/23/1981
Nicholas,Riley,male,3894 Cerullo Road,Louisville,502-379-1947,6/25/1990
Robert,Lee,male,3595 Patton Lane,Durham,919-254-8575,1/31/1959
Paul,Pigg,male,846 Lakewood Drive,Rochelle Park,201-851-2883,12/27/1957
Angel,Lehmann,female,836 Wilmar Farm Road,Reston,240-358-0623,12/10/1991
John,Barraza,male,2664 Norman Street,Los Angeles,323-260-3251,5/29/1954
Joseph,Ross,male,2153 Joyce Street,Loxley,251-960-9803,11/19/1954
Mary,Peters,female,2912 Nutters Barn Lane,Urbandale,515-707-8083,9/8/1961
Jo,Tolliver,female,4184 Pooh Bear Lane,Piedmont,864-764-3323,9/29/1989
Alfred,Galbraith,male,790 Deercove Drive,Philadelphia,215-238-7981,5/25/1957
Thomas,Hoover,male,1632 Pinnickinnick Street,Newark,732-903-7258,11/26/1968
Robert,Aguilar,male,3368 Chenoweth Drive,Clarksville,931-552-0342,4/30/1985
Patricia,Gibson,female,4808 Westwood Avenue,Great Neck,516-829-3521,6/2/1949
Molly,Abbott,female,4936 Harry Place,Lincolnton,704-735-4593,3/20/1979
Nicholas,Ramirez,male,4660 Fire Access Road,High Point,336-883-3475,6/24/1968
Linda,Powell,female,4304 Feathers Hooves Drive,Brentwood,631-602-5632,12/19/1961
Lisa,Ford,female,1211 Pike Street,San Diego,858-566-0711,3/31/1974
Evelia,Cedillo,female,3110 Beech Street,San Jose,925-718-9393,3/19/1974
Della,Bachelder,female,3636 Villa Drive,Plymouth,574-527-1798,10/27/1982
Peter,Crowl,male,2724 Gnatty Creek Road,New York,516-303-1081,12/20/1972
Susan,Charlesworth,female,4315 Walnut Avenue,Newark,201-543-1307,5/22/1981
Christopher,Hermann,male,1016 Hanifan Lane,Duluth,678-591-7752,12/12/1961
Mattie,Jones,female,2450 Hickory Lane,Washington,202-432-8440,4/25/1971
Michael,McFarland,male,4497 Bond Street,Providence,401-785-6289,3/20/1975
Jessie,Wells,female,2829 Oliverio Drive,Eureka,620-583-4581,10/22/1979
Dorothy,Edmonds,female,4948 Oakway Lane,Sherman Oaks,818-325-3580,11/23/1960
Melissa,Stout,female,3496 West Virginia Avenue,Albany,518-907-0659,1/31/1966
Mary,Abraham,female,611 Lynn Avenue,Green Bay,715-465-8969,3/5/1971
